Platform,URL,Product_Name,SKU_Identifier,True_SKU_Identifier,Price,Limit_Price,Price_Status,Scrape_Date,Main_Image_URL
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=861508688697,管线机2E,6923185650966,861508688697,989,1599,破价警报,2026-04-27 17:24:57,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_861508688697.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=852614628903,云米厨余垃圾处理器  PowerBox 尊享版,6923185610250,852614628903,889,,百亿补贴,2026-04-27 17:24:57,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_852614628903.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=852161740747,小海豚600G+,6923185653684,852161740747,899,559,高价待调整,2026-04-27 17:24:57,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_852161740747.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=852010588191,蓝调2Pro-JSQ30-VGW1641,6923185656869,852010588191,1099,,正常,2026-04-27 17:24:57,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_852010588191.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=850883552953,云米·泉先AI净水器蓝调600G+,6923185653592,850883552953,649,999,破价警报,2026-04-27 17:24:58,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_850883552953.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=850344043841,云米AI净饮机Super 2,6923185615415,850344043841,1009,1699,破价警报,2026-04-27 17:25:02,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_850344043841.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=849648457333,云米AI昆仑矿泉净水机 Super 2E 2500,6923185654254,849648457333,1549,2499,破价警报,2026-04-27 17:25:02,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_849648457333.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=849000374681,云米AI净水器Super 2Y 1200G,6923185653981,849000374681,1189,1899,破价警报,2026-04-27 17:25:02,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_849000374681.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=837301408995,云米AI冷热管线机Super2 Pro,6923185655794,837301408995,1449,1999,破价警报,2026-04-27 17:25:11,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_837301408995.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=832431516907,门锁普通版E30,6923185656074,832431516907,569,,正常,2026-04-27 17:25:11,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_832431516907.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=823432069145,手持吸尘器,6923185611844,823432069145,999,602,高价待调整,2026-04-27 17:25:11,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_823432069145.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=774960777953,蓝调2燃气热水器13L,6923185655688,774960777953,679,,正常,2026-04-27 17:25:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_774960777953.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=767193647325,门锁掌静脉,6923185655398,767193647325,1104,,正常,2026-04-27 17:25:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_767193647325.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=765112154467,小鲸鱼 马桶盖,6923185654537,765112154467,699,,正常,2026-04-27 17:25:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_765112154467.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=763759392708,云米AI油烟机 鲲鹏Pro,6923185605379,763759392708,2499,,正常,2026-04-27 17:25:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_763759392708.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=761822913595,云米智能马桶 小鲸鱼 2 Pro,6923185654575,761822913595,2399,,正常,2026-04-27 17:25:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_761822913595.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=743885774552,云米蓝调智能门锁（基础版）,6923185655381,743885774552,499,,正常,2026-04-27 17:25:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_743885774552.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=739863611562,云米AI油烟机 Smart 2 Pro,6923185653516,739863611562,1499,,正常,2026-04-27 17:25:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_739863611562.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=705715580268,智能门锁锂电池(5000mAh),6923185652953,705715580268,114,99,高价待调整,2026-04-27 17:25:23,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_705715580268.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=661859626284,小海豚-40L-2000w热水器,6923185681281,661859626284,599,,正常,2026-04-27 17:25:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_661859626284.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=657344402006,云米油烟机蓝调,6923185650973,657344402006,859,,正常,2026-04-27 17:25:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_657344402006.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=490426355421,500L十字门冰箱,6923185651123,490426355421,3199,,正常,2026-04-27 17:25:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_490426355421.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=484037745334,云米AI燃气灶power 5.0（天然气）,6923185654377,484037745334,1099,,正常,2026-04-27 17:25:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_484037745334.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=413986425773,蓝调智能门锁（人脸猫眼版）,6923185654650,413986425773,709,,正常,2026-04-27 17:25:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_413986425773.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=364990106384,"即热1000G,MAIN84",6923185651116,364990106384,2999,1899,高价待调整,2026-04-27 17:25:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_364990106384.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=325232192898,冰箱603,6923185650935,325232192898,2459,,正常,2026-04-27 17:25:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_325232192898.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=296957182528,复合滤芯,"6923185600138,6923185600145",296957182528,439,,正常,2026-04-27 17:25:25,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_296957182528.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=291141614396,F3-五合一,6923185614258,291141614396,269,298,破价警报,2026-04-27 17:25:25,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_291141614396.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=290543633215,复合滤芯,"6923185614258,6923185616177",290543633215,199,,正常,2026-04-27 17:25:36,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_290543633215.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=273348857003,云米蓝调智能门锁（基础版）,6923185655381,273348857003,499,,正常,2026-04-27 17:25:36,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_273348857003.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=264080849667,霸王锁体,6923185622154,264080849667,150,150,正常,2026-04-27 17:25:36,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_264080849667.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=259115850200,蓝调智能门锁（3D人脸版）,6923185654643,259115850200,629,,正常,2026-04-27 17:25:36,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_259115850200.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=231833573024,小烤箱6L,6923185603221,231833573024,199,174,高价待调整,2026-04-27 17:25:36,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_231833573024.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=225501370546,小海豚3,6923185605867,225501370546,895.5,499,高价待调整,2026-04-27 17:25:36,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_225501370546.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=224216987554,复合滤芯,"6923185614258,6923185615750,6923185614265",224216987554,199,,正常,2026-04-27 17:25:37,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_224216987554.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=220820325711,云米消毒柜（嵌入式）云米版,6923185604303,220820325711,899,,正常,2026-04-27 17:25:37,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_220820325711.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=219486126363,flash烟机,6923185613664,219486126363,798.9,,百亿补贴,2026-04-27 17:25:37,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_219486126363.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=209406625494,蓝调智能门锁（大屏猫眼版）,6923185654667,209406625494,999,,正常,2026-04-27 17:25:37,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_209406625494.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205451808289,小厨宝,6923185611233,205451808289,282,,正常,2026-04-27 17:25:47,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_205451808289.jpg
拼多多,https://mobile.yangkeduo.com/goods.html?goods_id=205458105137,小海豚2 1000G,6923185654865,205458105137,899,899,正常,2026-04-27 17:25:48,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_205458105137.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=926574119933,昆仑4弱碱 1400G,6923185655718,926574119933,3999,3599,高价待调整,2026-04-27 17:26:07,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_926574119933.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925977908012,云米昆仑3矿泉净水器2S Pro,6923185656593,925977908012,2998,2899,高价待调整,2026-04-27 17:26:07,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_925977908012.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925874862450,小京龙Pro1100G,6923185655220,925874862450,799,1099,破价警报 | 百亿补贴,2026-04-27 17:26:07,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_925874862450.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925737084752,门锁普通版E30,6923185656074,925737084752,799,,正常,2026-04-27 17:26:07,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_925737084752.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925730122772,蓝调智能门锁（大屏猫眼版）,6923185654667,925730122772,999,,正常,2026-04-27 17:26:07,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_925730122772.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925730329478,云米蓝调智能门锁（基础版）,6923185655381,925730329478,729,,正常,2026-04-27 17:26:07,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_925730329478.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925731404024,门锁掌静脉,6923185655398,925731404024,1499,,正常,2026-04-27 17:26:08,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_925731404024.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925231209174,蓝调智能门锁（人脸猫眼版）,6923185654650,925231209174,999,,正常,2026-04-27 17:26:08,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_925231209174.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=925230364669,蓝调智能门锁（3D人脸版）,6923185654643,925230364669,1099,,正常,2026-04-27 17:26:08,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_925230364669.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917038452382,小海豚+管线机,"S2405281401001,S2407170910001",917038452382,1349,,正常,2026-04-27 17:26:08,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_917038452382.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917034829515,管线机2E,6923185650966,917034829515,869,1599,破价警报 | 百亿补贴,2026-04-27 17:26:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_917034829515.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917032713009,管线机2S,6923185652526,917032713009,669,1699,破价警报 | 百亿补贴,2026-04-27 17:26:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_917032713009.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=917031150770,云米·泉先AI净水器蓝调600G+,6923185653592,917031150770,1299,999,高价待调整,2026-04-27 17:26:13,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_917031150770.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916996455515,云米AI冷热管线机Super2 Pro,6923185655794,916996455515,1449,1999,破价警报,2026-04-27 17:26:13,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_916996455515.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916452280972,900G,6923185654292,916452280972,749,1499,破价警报 | 百亿补贴,2026-04-27 17:26:13,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_916452280972.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=916398420768,复合滤芯,"6923185614258,6923185615750,6923185614265",916398420768,258.98,,正常,2026-04-27 17:26:13,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_916398420768.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=915797572693,600G滤芯套餐,S2412282008001,915797572693,904,,正常,2026-04-27 17:26:13,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_915797572693.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=885690465484,小海豚600G+,6923185653684,885690465484,559,559,百亿补贴,2026-04-27 17:26:13,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_885690465484.jpg
拼多多2,https://mobile.yangkeduo.com/goods.html?goods_id=882919216767,小白龙 800G+,6923185653974,882919216767,1199,1299,破价警报,2026-04-27 17:26:13,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-27_PDD_882919216767.jpg
京东,https://item.jd.com/100124625239.html,云米小厨宝6L,6923185611233,100124625239,299,,未知,2026-04-28 09:15:31,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185611233_100124625239.jpg
京东,https://item.jd.com/10089201209435.html,云米小厨宝6L,6923185611233,10089201209435,299,,未知,2026-04-28 09:16:04,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185611233_10089201209435.jpg
京东,https://item.jd.com/10192759343298.html,门锁普通版E30,6923185656074,10192759343298,569.39,,未知,2026-04-28 09:16:36,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185656074_10192759343298.jpg
京东,https://item.jd.com/10196375716835.html,门锁普通版E30,6923185656074,10196375716835,499,,未知,2026-04-28 09:17:09,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185656074_10196375716835.jpg
京东,https://item.jd.com/100013447067.html,smart 前置过滤器 （VF4-A）,6923185621058,100013447067,288.57,499,破价警报,2026-04-28 09:17:42,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185621058_100013447067.jpg
京东,https://item.jd.com/100147404880.html,smart 3,6923185654773,100147404880,509.15,,未知,2026-04-28 09:18:15,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185654773_100147404880.jpg
京东,https://item.jd.com/10095813745701.html,云米电热水器X1（50L）,6923185614920,10095813745701,539,,未知,2026-04-28 09:18:46,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185614920_10095813745701.jpg
京东,https://item.jd.com/10095813745702.html,云米电热水器X1（60L）,6923185614937,10095813745702,569,,未知,2026-04-28 09:19:18,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185614937_10095813745702.jpg
京东,https://item.jd.com/10097111681728.html,云米电热水器X1（60L）,6923185614937,10097111681728,569,,未知,2026-04-28 09:19:51,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185614937_10097111681728.jpg
京东,https://item.jd.com/10154100555262.html,云米蓝调智能门锁（基础版）,6923185655381,10154100555262,493.88,,未知,2026-04-28 09:20:26,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185655381_10154100555262.jpg
京东,https://item.jd.com/100070514318.html,云米AI燃气灶 Super   5.2（天然气）,6923185650348,100070514318,Not Found,,抓取失败,2026-04-28 09:20:55,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\error_screenshots\fail_JD_100070514318.png
京东,https://item.jd.com/100167111601.html,蓝调2燃气热水器13L,6923185655688,100167111601,Not Found,,抓取失败,2026-04-28 09:21:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\error_screenshots\fail_JD_100167111601.png
京东,https://item.jd.com/10176913186809.html,蓝调2燃气热水器13L,6923185655688,10176913186809,Not Found,,抓取失败,2026-04-28 09:21:50,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\error_screenshots\fail_JD_10176913186809.png
京东,https://item.jd.com/10092678440219.html,super5.0灶具（天然气）,6923185649656,10092678440219,Not Found,,抓取失败,2026-04-28 09:22:18,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\error_screenshots\fail_JD_10092678440219.png
京东,https://item.jd.com/100118324669.html,云米·泉先前置过滤器 Super,6923185649885,100118324669,Not Found,699,抓取失败,2026-04-28 09:22:45,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\error_screenshots\fail_JD_100118324669.png
京东,https://item.jd.com/10143724381196.html,云米·泉先前置过滤器 Super,6923185649885,10143724381196,599,699,破价警报,2026-04-28 09:23:07,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185649885_10143724381196.jpg
京东,https://item.jd.com/100028611839.html,云米AI电热水器 小蓝调50L,6923185649076,100028611839,636.65,,未知,2026-04-28 09:23:39,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185649076_100028611839.jpg
京东,https://item.jd.com/10114364850989.html,小鲸鱼 马桶盖,6923185654537,10114364850989,698.4,,未知,2026-04-28 09:24:12,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185654537_10114364850989.jpg
京东,https://item.jd.com/10168369255857.html,蓝调智能门锁（大屏猫眼版）,6923185654667,10168369255857,649.4,,未知,2026-04-28 09:24:45,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185654667_10168369255857.jpg
京东,https://item.jd.com/10152123375420.html,蓝调智能门锁（3D人脸版）,6923185654643,10152123375420,629.92,,未知,2026-04-28 09:25:16,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185654643_10152123375420.jpg
京东,https://item.jd.com/10075265423716.html,5.0KW聚能猛火灶,6923185650331,10075265423716,Not Found,,抓取失败,2026-04-28 09:25:39,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\error_screenshots\fail_JD_10075265423716.png
京东,https://item.jd.com/10152130264576.html,蓝调智能门锁（人脸猫眼版）,6923185654650,10152130264576,700,,未知,2026-04-28 09:25:56,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185654650_10152130264576.jpg
京东,https://item.jd.com/10101734415931.html,云米油烟机蓝调,6923185650973,10101734415931,859,,未知,2026-04-28 09:26:14,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185650973_10101734415931.jpg
京东,https://item.jd.com/10089284956258.html,flash烟机,6923185613664,10089284956258,899,,未知,2026-04-28 09:26:31,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185613664_10089284956258.jpg
京东,https://item.jd.com/10110061303564.html,云米互联网油烟机Flash,6923185613664,10110061303564,899,,未知,2026-04-28 09:26:48,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185613664_10110061303564.jpg
京东,https://item.jd.com/10110061303564.html,flash烟机,6923185613664,10110061303564,899,,未知,2026-04-28 09:27:06,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185613664_10110061303564.jpg
京东,https://item.jd.com/10090594806936.html,flash烟机,6923185613664,10090594806936,899,,未知,2026-04-28 09:27:24,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185613664_10090594806936.jpg
京东,https://item.jd.com/10089198115504.html,免镁棒-60L-3000w热水器,6923185611899,10089198115504,Not Found,,抓取失败,2026-04-28 09:27:41,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\error_screenshots\fail_JD_10089198115504.png
京东,https://item.jd.com/10093429580106.html,云米厨余垃圾处理器  PowerBox 尊享版,6923185610250,10093429580106,806.65,,未知,2026-04-28 09:27:58,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185610250_10093429580106.jpg
京东,https://item.jd.com/10168128067583.html,云米厨余垃圾处理器  PowerBox 尊享版,6923185610250,10168128067583,899,,未知,2026-04-28 09:28:17,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185610250_10168128067583.jpg
京东,https://item.jd.com/10091941834784.html,云米消毒柜（嵌入式）云米版,6923185604303,10091941834784,899,,未知,2026-04-28 09:28:50,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185604303_10091941834784.jpg
京东,https://item.jd.com/10103268736846.html,云米消毒柜（嵌入式）云米版,6923185604303,10103268736846,899,,未知,2026-04-28 09:29:22,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185604303_10103268736846.jpg
京东,https://item.jd.com/10105870187513.html,云米·泉先AI净水器蓝调600G+,6923185653592,10105870187513,648,999,破价警报,2026-04-28 09:29:55,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185653592_10105870187513.jpg
京东,https://item.jd.com/100220432807.html,蓝调2Pro-JSQ30-VGW1641,6923185656869,100220432807,1099,,未知,2026-04-28 09:30:39,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185656869_100220432807.jpg
京东,https://item.jd.com/100020870125.html,云米空调1匹两用挂机iCool 2T,S1648526111232,100020870125,1349,1099,高价待调整,2026-04-28 09:31:13,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_S1648526111232_100020870125.jpg
京东,https://item.jd.com/10192764613659.html,门锁掌静脉,6923185655398,10192764613659,1067,,未知,2026-04-28 09:31:46,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185655398_10192764613659.jpg
京东,https://item.jd.com/100193851271.html,云米蓝调系列多功能冰沙机,6923185656135,100193851271,2787.8,,未知,2026-04-28 09:32:22,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185656135_100193851271.jpg
京东,https://item.jd.com/100147404904.html,云米AI油烟机 Smart 2 Pro,6923185653516,100147404904,1399,,未知,2026-04-28 09:32:51,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185653516_100147404904.jpg
京东,https://item.jd.com/10089254213735.html,flash烟机+power5.0（天然气）,S2409261034001,10089254213735,1299,1399,破价警报,2026-04-28 09:33:25,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_S2409261034001_10089254213735.jpg
京东,https://item.jd.com/100223552856.html,小京龙900G,6923185654292,100223552856,898.87,1499,破价警报,2026-04-28 09:33:59,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185654292_100223552856.jpg
京东,https://item.jd.com/10143719582452.html,云米·泉先 AI冷热管线机 Super 2E,6923185650966,10143719582452,989.1,1599,破价警报,2026-04-28 09:34:34,d:\WorkSpace\01_自动化开发\App1_Price_Monitor品牌价格\price_screenshots\2026-04-28_JD_6923185650966_10143719582452.jpg
